year,mileage,tax,mpg,engineSize,price
2019,500,145,37.7,2,30000
2019,9357,145,40.4,2,28500
2019,2411,145,39.2,2,24000
2019,500,145,37.2,2,36500
2019,500,145,49.6,2,27500
2014,35700,125,52.3,1.4,10700
2017,27898,150,40.4,2,28900
2016,29898,20,60.1,1.4,16900
2019,5900,150,33.2,3,43700
2019,14585,150,29.7,2.5,46990
2016,45202,125,50.4,1.4,14900
2019,4157,145,49.6,1.6,21600
2019,2142,145,39.2,2,25000
2019,4577,145,51.4,1.6,21800
2018,33121,150,40.4,2,24445
2019,2011,145,49.6,1.6,20000
2017,20887,145,52.3,1.4,18900
2019,2879,145,33.2,2,28400
2017,9706,145,52.3,1.4,21995
2017,14468,145,52.3,3,29900
2019,1849,145,52.3,1.6,22200
2019,2047,145,48.7,2,26700
2019,3119,145,38.2,2,31000
2018,8301,145,40.4,2,33445
2019,5152,145,32.1,2,35945
2017,35847,145,55.4,2,27245
2019,5472,145,55.4,2,23800
2017,4337,145,51.4,1.4,19495
2016,27838,145,49.6,1.4,18495
2019,3150,145,38.2,1.5,28790
2019,2414,145,38.2,2,35290
2019,6420,145,50.4,2,25000
2016,39889,160,48.7,3,31495
2017,21572,150,43.5,2,25400
2020,1261,145,34.5,2,32400
2020,1201,145,46.3,1.6,28900
2018,8684,145,50.4,1.4,20945
2019,10372,145,39.8,2,27490
2017,28542,150,47.9,3,34995
2018,10312,150,51.4,3,27995
2017,33295,150,52.3,2,19945
2018,12245,150,49.6,1.4,20745
2019,3701,150,40.9,2,20950
2019,262,150,33.2,2,33990
2019,288,150,34.9,2,31490
2019,8877,150,42.2,1.5,24490
2017,8908,150,67.3,1,14245
2017,15655,150,53.3,2,22945
2019,5844,150,40.4,2,21445
2019,5489,145,32.8,3,46400
2019,3904,145,40.4,2,27400
2020,924,145,40.9,2,30900
2020,828,145,46.3,2,30900
2019,8022,145,39.2,2,21700
2020,2183,145,39.8,1.5,36900
2020,1964,145,40.4,3,40900
2019,8503,145,37.2,2,35200
2019,500,145,40.9,1.5,25200
2017,36542,205,47.9,3,34795
2019,3694,145,33.2,2,29900
2019,9161,145,33.2,2,30500
2019,4288,145,39.8,1.5,27900
2019,4303,145,32.1,2,31200
2019,5906,145,34.5,2,29500
2019,500,145,40.4,2,27200
2019,500,145,50.4,2,25500
2019,4904,145,47.9,2,28200
2019,6243,145,32.5,3,53945
2019,1425,145,38.7,2,23490
2020,5000,145,47.1,2,29945
2020,5000,145,50.4,2,28945
2015,18682,200,39.8,2,22990
2018,26890,145,47.9,3,37450
2017,19921,145,42.2,2,21490
2017,22488,0,67.3,1,12990
2017,17914,145,47.9,1.4,20745
2019,11065,145,38.2,2,31290
2020,3000,145,39.8,2,33990
2019,5000,145,39.8,3,46490
2019,3000,145,33.2,3,66950
2019,3000,145,40.9,1.5,24490
2019,3000,145,40.4,2,27250
2019,3000,145,40.9,2,21000
2019,5000,145,37.7,3,41890
2019,10594,145,31.7,2,29490
2020,3000,145,38.2,2,40945
2016,29794,145,47.9,1.4,20990
2019,3000,145,32.1,2,37450
2019,5500,145,40.9,3,45490
2019,6000,145,50.4,2,27485
2019,4500,145,48.7,2,24245
2020,3000,145,44.8,1,23250
2020,3000,145,44.8,1,23250
2020,3000,145,40.4,2,32990
2014,39018,145,53.3,2,14745
2019,9108,145,29.7,2.9,55450
2020,5000,145,39.8,2,31990
2019,7000,145,48.7,2,24389
2017,13458,150,56.5,1.4,16970
2017,52600,150,70.6,2,19970
2019,5614,150,38.2,2,34470
2019,2346,150,50.4,2,24970
2019,3000,145,47.1,2,35845
2019,2200,145,50.4,2,35945
2019,11586,145,32.8,3,51990
2016,40063,200,47.1,2,21440
2019,6093,145,33.2,2,28945
2019,5000,145,38.2,2,28990
2019,9151,145,34,2,39490
2017,34000,145,61.4,2,20970
2020,215,145,34.5,3,51970
2017,51663,125,50.4,1.4,16970
2019,7126,150,50.4,2,29950
2017,23840,145,50.4,1.4,18000
2017,19000,150,55.4,1.4,14290
2017,18630,145,32.5,2.9,41970
2020,3000,145,39.2,2,34990
2020,3000,145,44.8,1.5,24490
2019,5476,145,31,2,38990
2020,1015,145,37.7,2,29970
2019,8815,145,51.4,2,27470
2020,1015,150,34.5,2,29970
2019,7987,150,34.9,2,30470
2019,6315,145,50.4,2,26970
2014,33178,205,47.9,2,14970
2019,6191,150,40.9,2,21470
2019,4977,150,40.9,2,21470
2019,8275,150,44.8,2,32970
2019,9683,150,38.2,2,31470
2019,5415,145,40.4,2,24970
2016,37730,150,47.1,1.8,16970
2019,5089,150,38.2,2,31470
2014,50100,30,64.2,2,15470
2020,3515,150,44.8,1.5,22970
2017,13500,30,57.6,1.4,11470
2019,3399,150,42.2,1.5,22470
2019,9588,150,42.2,1.5,23970
2019,7341,150,42.2,1.5,22270
2019,1124,150,44.8,1.5,22470
2019,972,150,48.7,2,26450
2019,9390,150,33.2,3,42970
2019,7203,150,55.4,2,32970
2019,701,150,50.4,2,30470
2019,14668,145,38.2,2,30970
2020,7015,145,39.8,2,26970
2019,1962,145,31.4,2,32970
2019,12350,145,47.9,2,27970
2020,5015,150,53.3,1.6,21970
2020,3015,150,44.8,1,22970
2020,2015,150,40.9,2,28970
2020,5515,150,35.3,2,29970
2020,3515,150,54.3,3,28970
2020,2015,150,31.4,2,32970
2020,1015,150,40.9,1.5,29970
2020,4915,150,40.9,2,31470
2017,14815,150,54.3,1.5,17970
2019,5815,145,33.6,3,41970
2019,4015,145,48.7,2,31970
2019,5000,145,39.8,2,23970
2019,5015,145,38.2,2,32970
2019,3215,145,38.7,2,26470
2019,5015,145,50.4,2,23970
2018,7500,145,50.4,3,37970
2018,12603,145,32.1,3,53870
2019,5415,145,33.6,3,55970
2019,5658,150,38.2,3,36450
2019,9991,150,32.8,3,62950
2019,3135,150,44.8,1.5,22950
2017,30985,160,48.7,3,29950
2017,28450,145,47.9,1.4,20950
2018,21357,150,55.4,2,28970
2016,28797,240,42.8,3,29470
2019,8911,145,38.2,2,34970
2018,19097,145,49.6,1.4,22470
2019,100,145,33.6,3,42970
2020,3700,145,39.2,3,43970
2018,9515,145,55.4,1.4,16970
2019,7815,145,47.9,1.6,21970
2019,4515,145,33.2,2,26970
2019,515,145,37.7,3,42470
2019,4515,145,40.9,1.5,24970
2019,6615,145,47.9,2,31970
2019,8838,145,48.7,2,26970
2019,4715,145,40.9,1.5,24970
2019,6015,145,40.9,1.5,24970
2018,8475,150,52.3,1.4,19450
2018,29500,150,47.9,1.4,21950
2019,7508,150,42.2,1.5,24450
2019,6763,150,34.5,2,33950
2019,4945,150,36.7,2,33950
2019,4322,150,32.1,2,38450
2019,2451,150,32.1,2,29950
2020,2888,150,44.8,1.5,25990
2019,9503,150,32.5,3,54950
2019,7230,150,41.5,1.5,24450
2019,5015,145,49.6,1.6,20470
2019,6015,145,47.9,2,28470
2019,6722,145,39.2,2,22470
2019,815,145,37.2,2,30970
2019,2803,145,42.2,1.5,26450
2019,8078,145,47.1,1,22450
2019,1427,145,40.9,1.5,27450
2019,2060,145,44.8,1.5,22950
2017,22216,150,54.3,1.4,20950
2018,10500,150,38.2,3,34950
2018,2146,150,50.4,3,36950
2019,6063,150,47.1,1,22450
2019,5515,145,38.2,2,32970
2019,11922,145,47.9,2,30470
2019,2050,145,37.7,2,29970
2019,14768,145,31.7,2,28970
2015,28392,30,60.1,2,14970
2017,26882,145,52.3,2,19970
2019,1145,145,44.8,1.5,22950
2019,3241,150,47.1,1,22450
2020,1183,150,43.5,1.5,24450
2019,1147,150,40.9,1.5,26950
2019,5268,145,39.2,2,24950
2017,19638,150,52.3,1.4,18950
2019,6857,145,51.4,1.6,23950
2020,1870,145,44.8,1,24450
2017,31608,145,47.9,1.4,20450
2016,25574,235,37.7,2,25950
2019,1844,145,31.7,2,32950
2019,1916,145,32.8,3,48450
2019,250,145,40.4,2,30650
2019,2777,145,40.9,2,27950
2018,10767,145,42.8,2,23450
2016,25111,145,51.4,2,19950
2019,2888,145,51.4,1.6,19950
2019,4741,145,33.2,3,52450
2017,30000,145,34,3,37950
2019,5572,145,31.7,2,30950
2019,10217,145,42.2,1.5,22450
2019,4460,145,34.5,2,33450
2019,6125,145,33.2,3,49950
2015,30851,200,42.8,2,19950
2019,4155,145,33.2,2,27950
2019,2611,145,33.2,2,29790
2019,6502,145,38.2,2,36990
2019,4500,145,38.2,2,36490
2019,5122,145,37.2,2,29950
2019,3584,145,49.6,2,27950
2019,6935,145,33.6,3,42950
2019,4507,145,34.5,3,47950
2018,20672,145,50.4,3,35950
2019,2866,145,39.8,2,28950
2019,8450,145,33.6,3,58450
2019,2085,145,38.2,2,26990
2016,22405,145,53.3,3,23745
2018,21177,145,52.3,1.4,21745
2018,19035,145,56.5,2,26790
2019,5695,145,34,2,36990
2018,18557,145,50.4,1.4,19750
2016,36910,125,49.6,2,17945
2019,1938,145,47.1,1,22950
2019,6745,145,47.1,1,22950
2019,9330,145,47.9,2,30950
2019,2308,145,34.5,2,32950
2017,38650,20,60.1,1,14750
2016,54114,125,57.6,2,16900
2017,16755,145,52.3,1.4,19900
2017,33916,150,40.9,2,25495
2016,35000,20,70.6,2,15950
2020,2888,150,44.8,1.5,25950
2020,2888,150,39.2,1.5,36950
2020,2888,150,44.8,1.5,24950
2017,8500,150,54.3,1.4,20950
2015,27685,165,43.5,2,19950
2016,17856,20,60.1,1.4,14695
2019,4900,145,43.5,1.5,25950
2019,8679,145,34.9,2,28950
2018,8226,145,56.5,1.5,22950
2017,36813,300,39.2,4,46950
2020,2000,145,39.8,3,42900
2019,3596,145,50.4,2,32750
2017,26979,145,39.2,4,49900
2018,5330,145,39.2,4,56900
2019,7329,145,39.2,2,30900
2019,8850,145,44.1,2,31500
2019,2581,145,39.2,2,25900
2020,1500,145,55.4,2,26500
2020,1500,145,42.2,1.5,26500
2020,1500,145,33.2,3,56900
2019,9121,145,34.9,2,36950
2019,3861,145,41.5,1.5,25750
2016,40674,125,61.4,3,20200
2018,6098,145,50.4,3,37900
2018,9058,145,62.8,2,19900
2019,150,145,53.3,2,28900
2020,4564,145,34.5,3,48750
2017,39424,145,55.4,1,16900
2019,7500,145,47.9,2,31500
2019,4000,145,32.1,2,35750
2019,4909,145,51.4,1.6,21750
2019,6500,145,34.9,2,30750
2020,1501,145,42.8,2,29750
2019,5808,145,39.2,2,32500
2020,1553,145,40.9,1.5,26500
2020,2000,145,38.2,2,38750
2020,500,135,117.7,2,43900
2018,30008,145,48.7,1.4,20495
2016,37350,20,60.1,1.4,13995
2016,27209,30,56.5,1.2,14500
2016,35080,0,74.3,2,14250
2015,58386,200,40.4,2,15900
2019,2888,145,40.9,1.5,26450
2019,6012,145,51.4,1.6,21900
2016,41206,125,57.6,2,17352
2016,65375,30,70.6,1.4,13551
2017,24472,150,43.5,2,23981
2019,6000,145,51.4,2,21900
2020,2888,145,40.4,2,29950
2019,2888,145,39.8,2,29950
2019,2888,145,40.4,2,27950
2019,16000,145,33.6,3,41950
2017,21400,145,60.1,1,16450
2017,19980,145,29.4,4,51950
2019,5401,145,39.2,2,31100
2019,9076,145,45.6,2,27900
2019,7601,145,37.7,2,26250
2019,12236,145,39.8,1.5,25250
2019,4797,145,39.2,2,22750
2019,11286,145,42.8,1.5,19900
2019,8012,145,45.6,2,32900
2019,6647,145,46.3,2,24900
2016,42203,20,60.1,1.4,13295
2019,26,145,32.1,2,39900
2019,4601,145,51.4,2,24250
2019,2200,145,39.8,1.5,26750
2019,1793,145,40.9,2,28595
2019,9756,145,45.6,2,31750
2019,4896,145,50.4,2,35900
2016,27306,125,61.4,2,15945
2017,28241,145,38.2,3,27895
2016,27272,200,42.8,1.8,19445
2019,5485,145,35.8,2,29900
2019,9391,145,39.8,2,25895
2019,14850,145,39.8,2,24990
2017,16583,145,48.7,2,21495
2018,11548,145,50.4,2,21395
2018,5092,145,40.4,2,33795
2019,3249,145,32.1,2,35295
2019,12464,145,34.9,2,28795
2018,7943,145,42.8,2,23295
2017,30085,145,38.7,3,24895
2016,22855,125,57.6,2,20445
2019,7601,145,38.2,2,31490
2019,7836,145,42.2,1.5,21690
2019,9021,150,40.9,2,21495
2019,6501,150,40.9,2,21495
2018,26974,145,40.4,2,29850
2019,3143,145,32.1,2,36845
2019,4888,145,32.1,2,37440
2017,14794,145,40.4,2,29745
2019,9598,145,32.1,2,36450
2018,21248,145,55.4,2,26945
2019,3000,145,32.1,2,34990
2019,7533,145,32.1,2,35245
2019,4000,145,47.1,2,28895
2017,22653,145,64.2,1,13400
2019,6000,145,36.2,2,44450
2016,16828,200,47.9,3,34750
2019,4799,145,34.9,2,30990
2019,84,145,38.2,2,32790
2019,1954,145,44.8,1.5,22490
2019,3669,145,32.1,2,32750
2015,37236,160,44.1,2,19400
2017,25100,145,43.5,2,26450
2018,27431,145,52.3,3,25950
2019,10301,145,39.2,2,30750
2019,10566,145,39.2,2,30750
2018,29535,145,49.6,1.8,19895
2018,18818,145,56.5,2,26295
2018,15061,145,51.4,1.4,19495
2020,7500,135,141.3,1.4,32495
2019,5295,145,39.8,1.5,26695
2020,1500,150,22.1,4,109495
2016,22750,0,67.3,1,11991
2019,6000,145,52.3,1.6,19795
2019,4500,145,37.2,2,32195
2019,4000,145,42.8,2,26895
2019,4000,145,37.7,2,31295
2019,6500,145,47.9,2,30495
2017,21055,30,56.5,1.4,18450
2019,8293,150,32.8,3,44990
2019,2893,150,34.9,2,32690
2020,310,150,33.2,2,33450
2019,4500,145,30.1,2.9,59450
2019,2000,145,39.2,3,46450
2020,2500,145,50.4,2,31495
2019,11001,145,47.9,2,25900
2019,9508,145,53.3,1.6,21150
2019,6159,145,52.3,1.6,22150
2019,5000,145,40.9,1.5,25750
2019,9000,145,33.2,2,29750
2019,5000,145,46.3,1.6,23750
2019,9500,145,55.4,2,22400
2019,5000,145,39.2,2,31250
2017,8129,145,56.5,1.5,16990
2014,18753,20,60.1,1.4,10490
2013,87909,125,58.9,2,7495
2016,56900,145,56.5,2,16666
2017,7620,150,56.5,1.4,14440
2019,8424,150,50.4,2,24425
2017,12079,150,54.3,1.4,20445
2017,16669,150,47.9,2,21945
2017,32585,240,38.7,3,25950
2016,28454,150,51.4,2,20950
2020,705,145,34.5,3,48850
2019,4105,145,48.7,2,26990
2019,4740,145,32.1,2,31990
2019,14385,145,31.7,2,28445
2020,3000,145,47.1,2,35895
2020,4000,145,33.2,3,53900
2020,4200,145,40.9,3,41900
2020,1000,145,34.5,3,48895
2020,1000,145,44.8,1.5,23795
2020,1500,145,32.8,3,61795
2020,1500,145,44.1,1,25895
2017,69000,20,70.6,2,12650
2017,31078,145,52.3,1.4,19495
2018,11799,150,47.9,1,13995
2014,25440,150,45.6,1.4,14995
2016,28585,125,56.5,2,15500
2017,18203,150,53.3,2,21888
2017,10091,150,47.9,1.4,21444
2017,39913,150,47.9,1.4,18444
2015,30431,125,56.5,2,15888
2016,39967,125,57.6,2,15800
2015,49363,30,62.8,2,17950
2018,14569,145,52.3,1.4,22888
2019,4000,145,38.7,2,27000
2019,3000,145,37.2,2,29745
2019,3000,145,49.6,1.6,18940
2019,3000,145,45.6,2,37295
2019,4000,145,33.6,3,42800
2019,4000,145,33.2,2,28000
2019,2812,145,38.2,2,34450
2017,21916,125,51.4,1.4,18244
2017,9362,150,57.6,1.4,14380
2017,21675,20,60.1,1.4,15990
2016,11150,30,55.4,2,17888
2019,3708,150,43.5,1.5,24991
2015,42000,30,57.6,1.4,11995
2014,30000,145,45.6,1.4,14495
2016,28000,200,47.1,2,22995
2015,24000,20,60.1,1.4,14995
2014,33000,20,72.4,1.6,10895
2016,38000,165,52.3,2,16490
2015,60457,300,34.9,2.5,26995
2017,36354,200,47.1,3,24780
2017,18254,145,47.9,1.4,19460
2019,6780,145,42.2,1.5,23444
2019,6989,145,44.8,1.5,19990
2017,21178,150,61.4,2,19888
2016,26000,30,56.5,1.4,13888
2017,6829,150,56.5,1.4,13766
2018,9641,145,32.5,2.9,47895
2017,11000,145,40.9,2,27495
2016,12512,20,60.1,1.4,16895
2016,17550,200,47.1,2,22495
2016,41581,205,47.1,2,20888
2018,25062,150,37.2,4,62790
2019,6498,145,50.4,2,30444
2020,4186,145,32.1,2,36888
2020,4394,145,34.5,3,53990
2016,35496,150,47.9,1.4,18888
2017,48201,150,54.3,1.4,17888
2019,14687,145,32.8,3,45450
2017,29530,30,61.4,2,20450
2017,28502,30,56.5,1.4,13195
2019,6000,145,32.1,2,36900
2017,20661,20,62.8,1,12970
2019,14721,145,41.5,1.5,23788
2019,7805,145,31.7,2,29990
2020,1500,150,32.8,3,73495
2016,8325,150,47.9,1.4,21795
2014,31650,150,49.6,1.8,13495
2019,7594,150,42.2,1.5,23690
2019,5799,150,38.2,2,33790
2017,14417,0,74.3,2,19495
2017,12033,20,60.1,1,15495
2017,16000,145,50.4,1.4,19895
2017,15955,145,39.2,4,51895
2019,3679,145,38.7,2,24895
2018,11986,145,36.7,3,28950
2019,3481,145,39.8,2,26990
2020,3000,145,44.1,1.5,26990
2020,3000,145,39.8,2,26990
2020,3000,145,40.4,2,31246
2017,16307,235,39.8,2,19250
2019,6671,145,38.2,2,36681
2017,24498,145,55.4,2,20000
2018,30569,145,50.4,3,30990
2017,23525,20,60.1,1.4,15750
2019,9100,145,46.3,2,26295
2019,4500,145,45.6,2,34495
2019,2500,145,38.2,2,35495
2019,6000,145,52.3,1.6,23900
2019,6000,145,33.2,2,27895
2017,22668,145,47.9,3,35950
2019,8445,145,39.8,2,26896
2016,29241,200,42.2,2,19990
2019,6134,145,51.4,2,25990
2019,5257,145,46.3,1.6,23888
2019,4520,145,51.4,1.6,21444
2019,2249,145,33.6,3,42888
2019,4894,145,50.4,2,23980
2020,3000,145,51.4,1.6,21946
2020,3000,145,39.8,1.5,26945
2018,11500,145,49.6,1.4,21446
2019,100,145,49.6,1.6,20746
2019,100,145,49.6,1.6,19946
2017,27000,145,47.9,3,33946
2019,1000,145,31.4,2,39945
2019,6128,145,55.4,2,22990
2019,4100,145,52.3,1.6,21990
2019,7052,145,42.8,1.5,19560
2019,1626,145,51.4,2,27761
2017,28368,145,56.5,2,19250
2017,10255,145,40.4,2,25444
2016,38812,160,43.5,2,17750
2019,8445,145,42.8,2,25444
2019,5310,145,43.5,1.5,22990
2020,3311,145,44.8,1.5,22990
2020,2004,145,48.7,1,19250
2016,21577,20,68.9,1.6,15990
2018,15957,145,65.7,2,17650
2017,36537,300,39.2,4,45690
2019,3140,145,51.4,2,24444
2019,3188,145,42.2,1.5,23237
2017,7251,30,60.1,1.4,19500
2019,6129,145,44.8,2,26999
2017,11966,145,51.4,1.4,20000
2015,34343,20,67.3,2,13375
2017,52286,145,56.5,1.5,12525
2017,33249,235,38.7,2,25750
2018,26693,145,50.4,2,24825
2017,41293,20,65.7,2,17250
2019,2500,145,37.7,2,31425
2020,1500,145,45.6,1,24888
2019,7419,145,40.9,2,26888
2019,1366,145,43.5,1.5,22888
2019,4576,145,43.5,1.5,22990
2019,7481,145,46.3,2,27000
2016,17230,145,54.3,2,16990
2018,14682,145,56.5,1.4,16990
2016,45258,20,60.1,1.4,12875
2017,25974,145,51.4,1.4,17600
2018,22929,145,61.4,2,24475
2018,28041,145,50.4,2,24675
2017,37424,20,68.9,2,17175
2017,41672,20,64.2,2,17875
2018,25208,145,48.7,1.4,20800
2017,23581,145,50.4,2,15950
2017,28692,125,50.4,2,16200
2018,27601,145,48.7,2,23950
2018,27953,145,57.6,2,22400
2018,34733,145,50.4,2,24475
2017,24247,160,44.8,2,20700
2017,14883,145,43.5,2,25650
2017,75882,145,53.3,3,16725
2017,21253,30,55.4,2,20500
2018,15892,145,40.4,2,27525
2017,34251,30,64.2,2,19175
2017,29163,160,43.5,2,20275
2019,2500,145,40.4,2,27450
2019,5950,145,50.4,2,26450
2017,17266,145,47.9,1.4,21946
2019,6255,145,32.1,2,35490
2019,500,145,44.1,1,23946
2019,2500,145,38.7,2,36990
2020,3000,145,44.8,1,21746
2019,5500,145,34,2,31946
2019,1348,150,42.2,1.5,22690
2020,2500,150,50.4,2,34746
2018,11775,145,37.7,3,30450
2017,34425,145,70.6,2,18400
2017,24285,145,52.3,1.4,16725
2017,24994,30,57.6,1.4,19425
2017,22164,20,68.9,2,18925
2018,17269,145,51.4,1.4,19900
2016,35359,145,53.3,2,16600
2017,11754,145,51.4,1.4,19025
2016,40264,125,52.3,1.4,13700
2017,9500,145,55.4,1.4,14995
2019,8852,150,42.2,1.5,21690
2017,27073,20,60.1,1.4,14975
2017,25144,200,42.8,2,21000
2017,54653,145,56.5,2,20725
2018,38625,145,54.3,3,27850
2017,36792,20,61.4,1.4,12575
2017,28630,20,68.9,2,17850
2017,34907,235,43.5,3,28450
2017,39234,30,65.7,2,15525
2020,3000,145,39.8,2,26990
2019,12927,145,42.2,1.5,23490
2019,15039,145,31.7,2,29890
2019,7000,145,33.6,3,58450
2019,2500,145,37.7,2,31245
2019,3000,145,47.9,2,26746
2019,1000,145,49.6,1.6,19450
2017,24140,145,61.4,2,23125
2017,41748,145,65.7,2,20750
2017,36627,145,64.2,2,18950
2018,31945,145,54.3,2,26125
2017,26048,145,72.4,2,16000
2017,34132,30,62.8,3,21150
2017,31585,145,60.1,1,12975
2017,47380,200,47.9,3,33075
2016,29954,20,60.1,1,12000
2017,38555,20,70.6,1.6,17800
2014,52140,145,56.5,2,13350
2013,46022,200,47.9,2,13025
2016,33833,30,62.8,2,15400
2017,16048,145,43.5,2,24075
2016,33833,30,64.2,2,16025
2017,21212,145,40.4,2,25300
2017,45029,30,65.7,2,19225
2016,27969,160,50.4,2,19700
2016,39551,145,52.3,2,17325
2018,46415,145,51.4,1.4,16300
2017,29372,0,67.3,1,11225
2018,24111,145,67.3,2,21000
2017,36044,30,64.2,3,18450
2017,11368,145,51.4,1.4,20250
2016,61191,20,68.9,1.6,14175
2017,8014,30,56.5,1.4,19325
2017,53222,30,61.4,2,16625
2018,16217,145,51.4,1.4,20175
2017,28619,145,53.3,2,22075
2015,13862,145,53.3,2,15997
2016,38541,145,49.6,1.4,16495
2018,10697,145,54.3,1.5,19999
2017,26970,145,52.3,1.4,16150
2017,26598,30,58.9,1.4,15700
2018,25126,145,61.4,2,22875
2017,24817,125,50.4,2,18350
2017,49524,30,56.5,1.4,17875
2018,37377,145,62.8,2,22225
2017,24256,145,50.4,2,19700
2017,49095,30,67.3,2,17575
2018,16523,145,40.4,2,26800
2016,29985,145,51.4,2,16995
2013,23954,125,53.3,1.4,8399
2017,26592,20,68.9,2,18050
2018,23251,145,64.2,2,22500
2017,35253,20,67.3,2,15175
2018,25120,145,47.1,2,24300
2018,27427,145,67.3,2,21250
2014,54713,125,58.9,2,10495
2014,49875,260,41.5,3,21995
2016,25257,200,47.1,2,21350
2016,32962,125,60.1,2,15375
2017,57332,30,61.4,1.6,16000
2017,41830,20,70.6,2,15950
2018,7919,145,52.3,1.4,19575
2018,22625,145,40.4,2,27175
2018,37923,145,48.7,3,33075
2016,69037,20,68.9,2,10275
2018,16001,145,52.3,1.4,18750
2018,22936,145,52.3,1.4,22400
2018,17671,145,36.7,3,31050
2016,7908,145,47.1,1.8,17350
2017,30195,145,54.3,3,22950
2013,39761,125,53.3,1.4,8995
2018,9899,145,50.4,1.4,19760
2017,25423,0,67.3,1,11499
2017,25624,145,44.1,2,22991
2017,25284,325,29.4,4,35991
2016,11180,30,55.4,1.4,12495
2018,27264,145,64.2,1,13199
2018,26618,150,57.6,2,24000
2017,45380,145,43.5,2,23575
2019,17912,145,40.4,2,24975
2017,47900,20,60.1,1.4,13350
2017,33268,30,56.5,1.4,18050
2016,41638,200,47.9,3,32750
2016,36149,0,74.3,1.6,12400
2018,28210,145,50.4,2,25775
2018,24140,145,52.3,1.4,17300
2017,28000,145,56.5,2,20990
2020,905,145,34.9,2,33888
2017,14500,150,40.9,2,26500
2018,12640,150,50.4,3,34500
2015,42214,30,58.9,1.4,13450
2018,14017,150,51.4,1.4,17300
2018,11066,150,57.7,1.4,14750
2018,8874,150,36.7,3,27850
2016,22501,30,57.6,1.4,15399
2019,2000,145,39.2,3,34000
2017,35772,145,60.1,3,22500
2017,35412,125,53.3,1.4,13550
2018,23171,145,67.3,2,21600
2017,32618,20,67.3,2,13700
2017,26709,20,70.6,1.6,13875
2017,24592,145,52.3,3,25400
2017,20814,145,54.3,1.4,19300
2019,2405,145,44.1,1,22990
2020,2500,145,48.7,1,18500
2020,476,150,40.4,1.5,30990
2020,8215,145,34.5,2,29990
2018,15412,150,47.9,1.4,23000
2017,7431,150,68.9,2,20500
2015,27390,240,37.7,2,22750
2017,49626,150,61.4,2,20500
2016,23844,20,68.9,1.6,14500
2017,14912,145,52.3,1.4,16575
2017,12650,145,54.3,1.5,20875
2016,22677,30,67.3,2,18725
2017,41000,30,53.3,2,17190
2020,641,145,48.7,1,18500
2020,3309,145,38.2,2,35990
2020,2649,145,31.4,2,31990
2020,9985,145,31.4,2,30990
2019,10000,145,50.4,2,29990
2019,2544,145,42.2,1.5,23888
2019,1475,145,39.8,2,26990
2019,3918,145,47.9,2,29990
2017,26821,145,47.9,1.4,19990
2019,6022,145,32.1,2,32888
2019,3062,145,33.6,3,49990
2017,27524,160,43.5,2,23475
2018,26376,145,47.1,2,24000
2016,41298,20,60.1,1.4,13800
2016,20912,30,56.5,1.4,16125
2017,18054,30,57.6,1.4,12200
2017,38239,20,70.6,1.6,12250
2018,15937,145,53.3,1.5,19150
2016,32268,200,47.1,2,20700
2016,6828,0,67.3,1,13350
2016,53893,160,50.4,2,18575
2016,21771,20,62.8,1,12800
2019,6045,145,32.5,2,27990
2019,2721,145,42.8,2,24990
2019,8186,145,32.1,2,35990
2017,24964,20,60.1,1.4,14990
2017,31191,145,58.9,2,19990
2017,20630,145,57.7,2,20990
2019,3424,145,44.8,1.5,21990
2020,4000,150,47.9,1,19490
2020,315,150,44.8,1.5,21840
2020,500,150,49.6,1,18500
2020,500,150,40.4,1.5,30990
2020,4000,145,42.2,1.5,25888
2020,4000,145,43.5,1.5,23888
2020,4000,145,42.2,1.5,25888
2017,16023,145,60.1,1.4,14790
2016,46778,30,62.8,2,15990
2018,20560,145,67.3,1,12475
2018,13741,145,67.3,1,15300
2016,32137,0,80.7,1.6,12650
2017,51249,235,37.7,3,24725
2018,16680,145,62.8,1,14175
2017,50598,125,53.3,1.4,12425
2020,1000,150,40.4,1.5,30990
2019,14739,150,51.4,1.6,17996
2019,7030,150,47.1,1,18000
2018,9300,150,45.6,1.4,25490
2017,17787,150,53.3,2,20690
2016,26300,205,40.9,2,24000
2020,4000,145,32.1,2,37444
2020,4000,145,42.2,1.5,25888
2020,4000,145,40.9,1.5,26888
2019,4000,145,31.4,2,32444
2019,3215,145,44.8,1.5,21840
2019,4000,145,39.2,1.5,26990
2019,7138,145,34.9,2,31990
2018,10152,145,47.9,2,21890
2018,16416,145,33.2,3,41990
2014,26000,30,62.8,2,15990
2017,50095,0,76.3,1.6,9790
2017,39120,125,51.4,1.4,16990
2018,30319,145,56.5,1.5,19490
2019,14686,145,42.2,1.5,21440
2019,9455,145,31.7,2,29890
2019,14090,145,42.2,1.5,21490
2019,14583,145,42.2,1.5,21490
2019,14488,145,42.2,1.5,20990
2016,65019,200,47.9,3,28990
2019,50,145,34.9,2,30950
2016,22500,325,29.4,4,49950
2018,3027,145,40.4,3,37750
2019,6793,145,38.2,1.5,28950
2018,11500,145,56.5,1.5,20990
2017,32523,145,56.5,1.4,18000
2019,4165,145,42.2,1.5,23888
2020,1551,145,42.2,1.5,25888
2020,5080,145,47.9,1,19790
2020,3273,145,44.1,1.5,27880
2020,4000,145,43.5,1.5,23888
2019,2363,145,40.4,2,27444
2019,1799,145,44.8,1,26500
2019,3404,145,33.2,2,28888
